product_code,product_name,product_description,price,currency,availability_status,color_name,weight_value,dimension_value,power_supply,subcategory_name,brand_name,manufacturer_name
PROD-75899,ECG Monitor,ECG Monitor is a high-quality product.,25920.8,EUR,backorder,White,16.99,34x131x123cm,Battery,Pulmonary Function Testers,Mindray,Fujifilm Healthcare
PROD-45466,Ventilator,Ventilator is a high-quality product.,5670.37,EUR,in stock,White,61.95,142x13x44cm,Battery,Laboratory Analyzers,Baxter,Shimadzu Medical
PROD-52909,Dialysis Machine,Dialysis Machine is a high-quality product.,43167.05,EUR,backorder,Gray,61.83,66x31x153cm,220V,Regenerative Medicine Scaffolds,BD,Dräger
PROD-35839,Ventilator,Ventilator is a high-quality product.,24593.42,EUR,backorder,White,65.96,94x89x82cm,Multi-Voltage,Speech Therapy Devices,3M,Medtronic Inc
PROD-40389,Patient Monitor,Patient Monitor is a high-quality product.,28980.27,EUR,out of stock,Blue,49.26,150x69x75cm,110V,Pulmonary Function Testers,Stryker,Mindray Bio-Medical
PROD-73827,Bone Densitometer,Bone Densitometer is a high-quality product.,3873.64,GBP,backorder,Black,80.74,195x183x41cm,Battery,Regenerative Medicine Scaffolds,GE,Dräger
PROD-94523,Dialysis Machine,Dialysis Machine is a high-quality product.,42433.72,EUR,backorder,Red,5.46,145x115x74cm,Multi-Voltage,Laboratory Analyzers,Johnson & Johnson,Philips Medical
PROD-70325,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,13674.12,GBP,discontinued,Red,67.35,123x33x91cm,110V,Medical Examination Tables,Medtronic,Stryker Corp
PROD-94246,Blood Analyzer,Blood Analyzer is a high-quality product.,38077.6,EUR,discontinued,Black,17.11,158x131x54cm,110V,Dental X-Ray Machines,3M,Siemens Healthineers
PROD-30994,Endoscope,Endoscope is a high-quality product.,39528.04,EUR,discontinued,White,89.13,102x179x157cm,120-240V,Speech Therapy Devices,Stryker,Stryker Corp
PROD-36338,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,13998.74,GBP,backorder,Blue,83.81,55x63x100cm,120-240V,Cardiovascular Stents,Medtronic,Canon Medical Systems
PROD-27835,Surgical Laser,Surgical Laser is a high-quality product.,28898.28,GBP,out of stock,Gray,61.89,66x133x169cm,Battery,Nephroscopes,BD,Zimmer Biomet Holdings
PROD-45439,Surgical Laser,Surgical Laser is a high-quality product.,38001.73,EUR,discontinued,Red,35.77,101x79x147cm,120-240V,Infusion Pumps,ACME,Siemens Healthineers
PROD-83123,Blood Analyzer,Blood Analyzer is a high-quality product.,33005.06,GBP,discontinued,White,36.4,70x88x193cm,Battery,Plastic Surgery Lasers,Roche,Medtronic Inc
PROD-66534,Infusion Pump,Infusion Pump is a high-quality product.,31362.65,USD,discontinued,White,17.11,70x188x60cm,Multi-Voltage,Lasers,Zimmer Biomet,Baxter International
PROD-12185,Anesthesia Machine,Anesthesia Machine is a high-quality product.,16008.26,EUR,in stock,Black,29.35,144x120x137cm,Battery,Palliative Care Beds,B.Braun,GE Healthcare
PROD-11843,Ventilator,Ventilator is a high-quality product.,38687.58,EUR,out of stock,Red,18.19,60x80x11cm,110V,Cardiovascular Stents,Mindray,Fujifilm Healthcare
PROD-52885,ECG Monitor,ECG Monitor is a high-quality product.,12986.4,EUR,backorder,Red,65.96,133x82x116cm,Multi-Voltage,Speech Therapy Devices,Baxter,B.Braun Melsungen
PROD-67127,Endoscope,Endoscope is a high-quality product.,47435.51,EUR,discontinued,Yellow,25.66,64x12x109cm,Multi-Voltage,Physical Therapy Equipment,Johnson & Johnson,Dräger
PROD-59767,Respirator,Respirator is a high-quality product.,38778.87,USD,in stock,Black,11.34,119x149x143cm,120-240V,Dental X-Ray Machines,Baxter,Dräger
PROD-51621,CT Scanner,CT Scanner is a high-quality product.,37201.27,USD,out of stock,Green,71.83,135x19x51cm,Multi-Voltage,Nephroscopes,Abbott,Dräger
PROD-15599,ECG Monitor,ECG Monitor is a high-quality product.,41499.65,GBP,discontinued,Blue,49.66,200x76x55cm,220V,Urology Ultrasound Probes,Stryker,B.Braun Melsungen
PROD-48856,Anesthesia Machine,Anesthesia Machine is a high-quality product.,9874.78,USD,backorder,Black,29.29,146x165x100cm,120-240V,Medical Consumable Kits,Medtronic,Abbott Laboratories
PROD-36412,Surgical Laser,Surgical Laser is a high-quality product.,24624.42,USD,out of stock,Blue,81.91,121x149x117cm,120-240V,Intensive Care Monitors,GE,Johnson & Johnson Medical
PROD-24103,Infusion Pump,Infusion Pump is a high-quality product.,6188.68,USD,in stock,Green,8.37,56x51x188cm,120-240V,Laboratory Analyzers,Siemens,Medtronic Inc
PROD-22808,Mammography Unit,Mammography Unit is a high-quality product.,43007.8,GBP,discontinued,White,74.74,200x124x140cm,Multi-Voltage,Infusion Pumps,Roche,Roche Diagnostics
PROD-28959,Ventilator,Ventilator is a high-quality product.,41368.44,USD,in stock,Blue,37.87,43x22x87cm,120-240V,Cardiac Monitors,Baxter,B.Braun Melsungen
PROD-84886,Holter Monitor,Holter Monitor is a high-quality product.,9556.9,USD,in stock,Blue,39.04,192x180x185cm,Battery,ECG Machines,Boston Scientific,Zimmer Biomet Holdings
PROD-39223,Surgical Laser,Surgical Laser is a high-quality product.,30392.71,USD,discontinued,Red,85.17,122x129x99cm,110V,Medical Consumable Kits,Hitachi Healthcare,Shimadzu Medical
PROD-64749,Respirator,Respirator is a high-quality product.,20384.23,USD,in stock,Black,27.61,30x122x120cm,Battery,Dental X-Ray Machines,Hitachi Healthcare,Fujifilm Healthcare
PROD-78196,Patient Monitor,Patient Monitor is a high-quality product.,47922.41,GBP,discontinued,Blue,40.58,121x149x117cm,220V,Physical Therapy Equipment,Drager,Philips Medical
PROD-48521,Blood Analyzer,Blood Analyzer is a high-quality product.,20120.73,EUR,backorder,Black,37.87,165x195x75cm,Multi-Voltage,Biotechnology Reactors,Boston Scientific,Hitachi Medical
PROD-47798,Incubator,Incubator is a high-quality product.,33700.8,EUR,in stock,Yellow,72.69,38x161x109cm,Battery,Nephroscopes,Philips,Roche Diagnostics
PROD-11573,MRI Scanner,MRI Scanner is a high-quality product.,43872.97,EUR,out of stock,White,91.51,104x46x125cm,220V,Lasers,3M,Hitachi Medical
PROD-58317,Ventilator,Ventilator is a high-quality product.,18918.06,EUR,backorder,Green,20.18,11x169x114cm,Multi-Voltage,ECG Machines,Johnson & Johnson,B.Braun Melsungen
PROD-39980,Anesthesia Machine,Anesthesia Machine is a high-quality product.,7730.61,USD,discontinued,Gray,51.78,63x123x136cm,110V,Dental X-Ray Machines,B.Braun,Boston Scientific Corp
PROD-64788,Blood Analyzer,Blood Analyzer is a high-quality product.,37595.33,GBP,discontinued,Black,64.41,75x23x99cm,Battery,Nephroscopes,Hitachi Healthcare,Abbott Laboratories
PROD-38862,CT Scanner,CT Scanner is a high-quality product.,16145.42,USD,discontinued,White,97.22,53x91x55cm,Multi-Voltage,Dental X-Ray Machines,Mindray,Olympus Corp
PROD-93420,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,23699.4,EUR,out of stock,Black,48.12,141x105x60cm,Multi-Voltage,Nephroscopes,Zimmer Biomet,B.Braun Melsungen
PROD-98522,Endoscope,Endoscope is a high-quality product.,2157.97,EUR,out of stock,Black,80.91,112x84x192cm,Battery,Palliative Care Beds,BD,Boston Scientific Corp
PROD-65114,MRI Scanner,MRI Scanner is a high-quality product.,18994.92,EUR,backorder,Yellow,86.05,29x15x155cm,Battery,Intensive Care Monitors,Baxter,Hitachi Medical
PROD-70633,Defibrillator,Defibrillator is a high-quality product.,32839.93,GBP,discontinued,Blue,28.17,186x197x103cm,Battery,Urology Ultrasound Probes,Medtronic,Stryker Corp
PROD-40209,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,47315.98,GBP,discontinued,Gray,23.52,21x145x156cm,120-240V,Cardiac Monitors,BD,Stryker Corp
PROD-32925,Sterilizer,Sterilizer is a high-quality product.,39845.26,USD,discontinued,Gray,52.91,42x22x56cm,110V,Infusion Pumps,Canon Medical,Boston Scientific Corp
PROD-51361,Surgical Laser,Surgical Laser is a high-quality product.,22551.32,EUR,in stock,Green,29.73,124x196x176cm,120-240V,Physical Therapy Equipment,Olympus,Canon Medical Systems
PROD-17948,Sterilizer,Sterilizer is a high-quality product.,31588.36,GBP,out of stock,Black,56.36,29x104x108cm,220V,Medical Examination Tables,Philips,Baxter International
PROD-87628,X-Ray Machine,X-Ray Machine is a high-quality product.,16985.73,USD,out of stock,Green,79.71,65x18x23cm,120-240V,Laboratory Analyzers,Baxter,Canon Medical Systems
PROD-38547,CT Scanner,CT Scanner is a high-quality product.,31760.95,USD,out of stock,Yellow,83.31,64x12x109cm,Battery,Medical Examination Tables,Drager,Medtronic Inc
PROD-78957,Dialysis Machine,Dialysis Machine is a high-quality product.,1033.45,GBP,out of stock,Black,18.98,75x32x96cm,Multi-Voltage,Infusion Pumps,Stryker,Shimadzu Medical
PROD-99299,Surgical Laser,Surgical Laser is a high-quality product.,24013.41,GBP,out of stock,Blue,47.86,53x91x55cm,110V,Dental X-Ray Machines,Medtronic,Medtronic Inc
PROD-76675,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,32505.88,EUR,in stock,Green,72.44,10x33x192cm,Multi-Voltage,Physical Therapy Equipment,Zimmer Biomet,Johnson & Johnson Medical
PROD-48817,X-Ray Machine,X-Ray Machine is a high-quality product.,47908.61,EUR,out of stock,Gray,41.38,183x16x121cm,Multi-Voltage,Infusion Pumps,Zimmer Biomet,Siemens Healthineers
PROD-54132,Sterilizer,Sterilizer is a high-quality product.,22703.51,GBP,out of stock,Yellow,59.88,29x90x149cm,120-240V,Respirators,Zimmer Biomet,Canon Medical Systems
PROD-71348,Sterilizer,Sterilizer is a high-quality product.,7517.09,GBP,discontinued,Green,16.8,28x160x12cm,Battery,Infusion Pumps,Johnson & Johnson,Dräger
PROD-46952,Operating Microscope,Operating Microscope is a high-quality product.,35872.79,EUR,out of stock,Yellow,39.34,77x166x85cm,220V,Plastic Surgery Lasers,Philips,Hitachi Medical
PROD-49897,Surgical Robot,Surgical Robot is a high-quality product.,23018.87,EUR,discontinued,Gray,85.98,121x136x72cm,120-240V,ECG Machines,Olympus,Mindray Bio-Medical
PROD-16621,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,25588.32,USD,in stock,Gray,35.42,95x120x192cm,Multi-Voltage,Physical Therapy Equipment,Mindray,B.Braun Melsungen
PROD-98770,Holter Monitor,Holter Monitor is a high-quality product.,46446.55,USD,out of stock,Gray,16.44,57x187x135cm,120-240V,Cardiovascular Stents,Olympus,Mindray Bio-Medical
PROD-86783,Sterilizer,Sterilizer is a high-quality product.,30653.31,EUR,backorder,Black,21.63,137x55x144cm,220V,Pulmonary Function Testers,Philips,Abbott Laboratories
PROD-70730,Surgical Robot,Surgical Robot is a high-quality product.,38453.25,USD,out of stock,Black,85.61,193x147x146cm,Multi-Voltage,Biotechnology Reactors,Hitachi Healthcare,Philips Medical
PROD-69169,Dialysis Machine,Dialysis Machine is a high-quality product.,40954.94,GBP,in stock,White,56.52,142x13x44cm,120-240V,Medical Examination Tables,GE,B.Braun Melsungen
PROD-82732,Endoscope,Endoscope is a high-quality product.,3072.79,GBP,backorder,Green,75.67,52x108x79cm,Multi-Voltage,Nephroscopes,Mindray,Zimmer Biomet Holdings
PROD-26431,Dialysis Machine,Dialysis Machine is a high-quality product.,24940.17,USD,backorder,Red,56.36,182x88x105cm,110V,Plastic Surgery Lasers,Roche,Canon Medical Systems
PROD-19315,CT Scanner,CT Scanner is a high-quality product.,38403.07,USD,backorder,Gray,92.27,118x106x119cm,120-240V,Nephroscopes,Siemens,Medtronic Inc
PROD-26581,Dialysis Machine,Dialysis Machine is a high-quality product.,41326.03,EUR,out of stock,Black,69.84,127x85x93cm,220V,Intensive Care Monitors,Zimmer Biomet,Boston Scientific Corp
PROD-97885,Incubator,Incubator is a high-quality product.,19484.05,EUR,discontinued,Yellow,12.32,175x172x16cm,220V,Cardiac Monitors,ACME,Baxter International
PROD-21103,Surgical Robot,Surgical Robot is a high-quality product.,4441.04,GBP,in stock,Blue,73.24,27x95x10cm,220V,Lasers,Roche,Stryker Corp
PROD-31640,Operating Microscope,Operating Microscope is a high-quality product.,42132.83,EUR,backorder,Green,2.85,109x136x103cm,Multi-Voltage,Nephroscopes,3M,Abbott Laboratories
PROD-27294,Dialysis Machine,Dialysis Machine is a high-quality product.,25036.0,EUR,discontinued,White,87.4,25x186x95cm,Multi-Voltage,Speech Therapy Devices,Siemens,Terumo
PROD-35602,Holter Monitor,Holter Monitor is a high-quality product.,19999.96,GBP,discontinued,Gray,83.81,35x114x193cm,110V,Medical Consumable Kits,Stryker,Zimmer Biomet Holdings
PROD-75684,Surgical Laser,Surgical Laser is a high-quality product.,29405.45,EUR,out of stock,Red,83.14,41x99x37cm,Battery,Respirators,Zimmer Biomet,B.Braun Melsungen
PROD-32701,Incubator,Incubator is a high-quality product.,43122.96,GBP,out of stock,Yellow,59.21,176x95x60cm,Multi-Voltage,Plastic Surgery Lasers,Johnson & Johnson,Medtronic Inc
PROD-91394,Anesthesia Machine,Anesthesia Machine is a high-quality product.,24922.01,GBP,out of stock,Gray,55.86,147x114x24cm,Battery,Intensive Care Monitors,GE,GE Healthcare
PROD-11528,Ultrasound Machine,Ultrasound Machine is a high-quality product.,37499.61,USD,backorder,Green,29.35,126x144x75cm,110V,Physical Therapy Equipment,Drager,Stryker Corp
PROD-97643,Sterilizer,Sterilizer is a high-quality product.,32696.16,GBP,backorder,Yellow,45.89,163x62x171cm,120-240V,Speech Therapy Devices,Mindray,GE Healthcare
PROD-93725,Sterilizer,Sterilizer is a high-quality product.,42587.6,EUR,in stock,Black,92.41,117x112x121cm,120-240V,Nephroscopes,B.Braun,Johnson & Johnson Medical
PROD-63774,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,11734.77,EUR,discontinued,Black,68.39,80x77x82cm,Multi-Voltage,Intensive Care Monitors,Stryker,Zimmer Biomet Holdings
PROD-84227,Ventilator,Ventilator is a high-quality product.,10252.41,GBP,discontinued,White,18.85,159x113x144cm,Multi-Voltage,Physical Therapy Equipment,Philips,Canon Medical Systems
PROD-16566,MRI Scanner,MRI Scanner is a high-quality product.,27566.77,USD,discontinued,Blue,95.82,78x53x89cm,Multi-Voltage,Regenerative Medicine Scaffolds,GE,Olympus Corp
PROD-52280,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,34827.76,USD,backorder,White,6.4,107x103x38cm,120-240V,Palliative Care Beds,Hitachi Healthcare,Medtronic Inc
PROD-83868,Anesthesia Machine,Anesthesia Machine is a high-quality product.,7628.6,EUR,in stock,Gray,26.38,23x47x157cm,Multi-Voltage,Cardiovascular Stents,ACME,Johnson & Johnson Medical
PROD-44864,Endoscope,Endoscope is a high-quality product.,24130.14,EUR,backorder,Gray,12.28,28x160x12cm,110V,Urology Ultrasound Probes,BD,Baxter International
PROD-18403,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,29309.89,EUR,in stock,Green,73.06,160x107x69cm,Multi-Voltage,Nephroscopes,GE,B.Braun Melsungen
PROD-32714,Operating Microscope,Operating Microscope is a high-quality product.,12583.33,GBP,out of stock,Yellow,80.23,141x105x60cm,Multi-Voltage,Cardiovascular Stents,Philips,Boston Scientific Corp
PROD-26625,CT Scanner,CT Scanner is a high-quality product.,44384.86,EUR,out of stock,Black,80.86,197x105x89cm,220V,Respirators,ACME,Olympus Corp
PROD-75055,Anesthesia Machine,Anesthesia Machine is a high-quality product.,42495.84,USD,in stock,White,86.22,126x103x57cm,220V,Urology Ultrasound Probes,Abbott,Shimadzu Medical
PROD-74936,Respirator,Respirator is a high-quality product.,31886.46,USD,backorder,Green,75.67,63x123x136cm,120-240V,Palliative Care Beds,ACME,B.Braun Melsungen
PROD-32359,Patient Monitor,Patient Monitor is a high-quality product.,4181.45,USD,in stock,Gray,25.03,25x136x32cm,Battery,Cardiac Monitors,Drager,Medtronic Inc
PROD-34204,MRI Scanner,MRI Scanner is a high-quality product.,13592.53,GBP,discontinued,Black,68.39,53x91x55cm,120-240V,Biotechnology Reactors,Olympus,Philips Medical
PROD-22323,Dialysis Machine,Dialysis Machine is a high-quality product.,47479.42,GBP,discontinued,White,41.38,196x37x90cm,Battery,Infusion Pumps,Hitachi Healthcare,Hitachi Medical
PROD-12136,Infusion Pump,Infusion Pump is a high-quality product.,30611.02,EUR,backorder,Black,74.74,162x114x114cm,110V,Cardiovascular Stents,GE,Johnson & Johnson Medical
PROD-26429,Infusion Pump,Infusion Pump is a high-quality product.,47812.04,USD,in stock,Green,8.73,94x138x176cm,Battery,Physical Therapy Equipment,Abbott,Fujifilm Healthcare
PROD-45062,Respirator,Respirator is a high-quality product.,26126.54,USD,discontinued,Green,42.77,62x53x156cm,Battery,Respirators,Zimmer Biomet,Baxter International
PROD-29115,CT Scanner,CT Scanner is a high-quality product.,19266.04,USD,in stock,Blue,7.44,56x59x58cm,110V,Nephroscopes,Stryker,Johnson & Johnson Medical
PROD-45611,CT Scanner,CT Scanner is a high-quality product.,5080.4,USD,in stock,Yellow,35.77,34x131x123cm,110V,Intensive Care Monitors,Stryker,Fujifilm Healthcare
PROD-29937,ECG Monitor,ECG Monitor is a high-quality product.,1663.47,GBP,out of stock,Black,43.1,172x17x84cm,Multi-Voltage,Infusion Pumps,Zimmer Biomet,Stryker Corp
PROD-73950,Patient Monitor,Patient Monitor is a high-quality product.,15199.46,EUR,backorder,White,86.71,170x94x187cm,Battery,Biotechnology Reactors,Johnson & Johnson,Stryker Corp
PROD-21368,Bone Densitometer,Bone Densitometer is a high-quality product.,29012.58,GBP,out of stock,Blue,30.06,65x18x23cm,220V,Biotechnology Reactors,Hitachi Healthcare,B.Braun Melsungen
PROD-60764,CT Scanner,CT Scanner is a high-quality product.,6410.5,GBP,out of stock,White,22.8,127x197x123cm,120-240V,Lasers,B.Braun,Canon Medical Systems
PROD-19190,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,49888.14,USD,in stock,White,79.91,146x151x25cm,110V,Biotechnology Reactors,Medtronic,Mindray Bio-Medical
PROD-98354,Mammography Unit,Mammography Unit is a high-quality product.,18278.05,GBP,discontinued,Black,43.42,100x151x146cm,220V,Respirators,3M,Dräger
PROD-98376,ECG Monitor,ECG Monitor is a high-quality product.,9746.84,USD,out of stock,Red,79.49,186x164x195cm,Battery,ECG Machines,Drager,Mindray Bio-Medical
PROD-15930,MRI Scanner,MRI Scanner is a high-quality product.,8208.13,EUR,in stock,Gray,18.98,96x24x120cm,120-240V,Pulmonary Function Testers,BD,Baxter International
PROD-83621,Sterilizer,Sterilizer is a high-quality product.,7422.77,EUR,out of stock,Green,21.83,78x110x87cm,120-240V,Respirators,GE,Roche Diagnostics
PROD-66664,Mammography Unit,Mammography Unit is a high-quality product.,23318.51,EUR,out of stock,Black,82.73,79x191x159cm,120-240V,Medical Examination Tables,GE,Roche Diagnostics
PROD-68297,X-Ray Machine,X-Ray Machine is a high-quality product.,17946.61,GBP,backorder,Yellow,15.62,162x158x127cm,Multi-Voltage,Urology Ultrasound Probes,ACME,Baxter International
PROD-29484,Incubator,Incubator is a high-quality product.,3425.4,USD,in stock,White,52.91,184x129x106cm,120-240V,Medical Examination Tables,Johnson & Johnson,Boston Scientific Corp
PROD-52606,Mammography Unit,Mammography Unit is a high-quality product.,43554.89,GBP,out of stock,Blue,5.53,89x155x51cm,110V,Medical Examination Tables,Siemens,Fujifilm Healthcare
PROD-39373,Radiation Therapy System,Radiation Therapy System is a high-quality product.,4370.9,USD,in stock,Black,20.32,186x131x164cm,120-240V,Medical Examination Tables,Hitachi Healthcare,Siemens Healthineers
PROD-27964,Respirator,Respirator is a high-quality product.,8227.4,USD,out of stock,Blue,17.6,186x146x193cm,Multi-Voltage,Cardiac Monitors,Medtronic,Siemens Healthineers
PROD-47584,Radiation Therapy System,Radiation Therapy System is a high-quality product.,38593.99,USD,backorder,Yellow,25.66,105x175x28cm,110V,Cardiac Monitors,Zimmer Biomet,Abbott Laboratories
PROD-47021,Operating Microscope,Operating Microscope is a high-quality product.,4784.84,USD,out of stock,White,18.98,97x137x78cm,110V,Laboratory Analyzers,Drager,Hitachi Medical
PROD-54230,Ultrasound Machine,Ultrasound Machine is a high-quality product.,4722.35,EUR,in stock,Yellow,47.0,97x137x78cm,110V,Nephroscopes,Abbott,Siemens Healthineers
PROD-69864,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,38910.28,GBP,in stock,Yellow,97.43,48x125x100cm,Battery,Speech Therapy Devices,Philips,Canon Medical Systems
PROD-33749,ECG Monitor,ECG Monitor is a high-quality product.,17187.16,USD,in stock,Red,18.98,133x82x116cm,220V,Cardiac Monitors,Mindray,GE Healthcare
PROD-61928,Surgical Laser,Surgical Laser is a high-quality product.,18210.4,GBP,out of stock,Gray,94.11,107x148x179cm,220V,Plastic Surgery Lasers,ACME,Olympus Corp
PROD-44573,Ultrasound Machine,Ultrasound Machine is a high-quality product.,39972.26,GBP,in stock,Red,83.14,147x106x83cm,110V,Urology Ultrasound Probes,Medtronic,Stryker Corp
PROD-57792,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,49368.0,GBP,out of stock,White,32.66,102x112x92cm,Multi-Voltage,Plastic Surgery Lasers,B.Braun,Shimadzu Medical
PROD-16878,Radiation Therapy System,Radiation Therapy System is a high-quality product.,7562.87,EUR,backorder,White,97.43,176x95x60cm,Multi-Voltage,Medical Consumable Kits,Johnson & Johnson,Hitachi Medical
PROD-81050,Anesthesia Machine,Anesthesia Machine is a high-quality product.,9579.42,USD,in stock,Yellow,97.43,117x49x121cm,Multi-Voltage,Laboratory Analyzers,ACME,Johnson & Johnson Medical
PROD-83967,Operating Microscope,Operating Microscope is a high-quality product.,3458.95,EUR,backorder,Black,96.33,62x124x167cm,110V,Plastic Surgery Lasers,3M,Dräger
PROD-11427,Dialysis Machine,Dialysis Machine is a high-quality product.,31003.5,GBP,out of stock,White,32.02,142x112x157cm,Battery,Plastic Surgery Lasers,Johnson & Johnson,Dräger
PROD-42493,ECG Monitor,ECG Monitor is a high-quality product.,39971.46,EUR,backorder,Gray,6.32,125x30x184cm,Multi-Voltage,Lasers,Olympus,GE Healthcare
PROD-64210,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,45053.06,USD,out of stock,Red,14.39,103x90x17cm,120-240V,Lasers,Baxter,Mindray Bio-Medical
PROD-59001,Ventilator,Ventilator is a high-quality product.,32402.23,EUR,out of stock,Green,86.72,105x175x28cm,110V,Physical Therapy Equipment,Boston Scientific,B.Braun Melsungen
PROD-47320,Holter Monitor,Holter Monitor is a high-quality product.,46631.84,GBP,discontinued,White,88.22,190x102x125cm,120-240V,Laboratory Analyzers,Hitachi Healthcare,Shimadzu Medical
PROD-13838,Infusion Pump,Infusion Pump is a high-quality product.,6918.67,GBP,out of stock,Green,3.27,142x112x157cm,110V,Biotechnology Reactors,Olympus,Dräger
PROD-66307,Bone Densitometer,Bone Densitometer is a high-quality product.,20050.66,USD,discontinued,Gray,16.99,89x99x14cm,120-240V,Lasers,Philips,Canon Medical Systems
PROD-32366,Incubator,Incubator is a high-quality product.,28967.87,EUR,backorder,Blue,98.16,59x11x67cm,110V,Cardiac Monitors,Stryker,B.Braun Melsungen
PROD-63923,Mammography Unit,Mammography Unit is a high-quality product.,37171.22,EUR,in stock,Gray,74.9,190x102x125cm,Multi-Voltage,Cardiovascular Stents,B.Braun,Shimadzu Medical
PROD-15629,Anesthesia Machine,Anesthesia Machine is a high-quality product.,11639.04,EUR,discontinued,Yellow,33.81,184x129x106cm,110V,Speech Therapy Devices,Hitachi Healthcare,Dräger
PROD-60007,Mammography Unit,Mammography Unit is a high-quality product.,4999.96,EUR,backorder,Green,77.66,109x173x194cm,220V,Cardiac Monitors,Drager,Philips Medical
PROD-86064,MRI Scanner,MRI Scanner is a high-quality product.,5786.14,GBP,backorder,Black,69.13,127x198x31cm,Battery,Cardiac Monitors,Olympus,Johnson & Johnson Medical
PROD-63466,Ventilator,Ventilator is a high-quality product.,43591.1,GBP,in stock,Black,13.08,75x32x96cm,220V,Medical Examination Tables,GE,Medtronic Inc
PROD-30225,Defibrillator,Defibrillator is a high-quality product.,31253.61,EUR,backorder,Red,75.22,28x160x12cm,120-240V,Dental X-Ray Machines,BD,Olympus Corp
PROD-62525,Surgical Laser,Surgical Laser is a high-quality product.,11516.89,GBP,out of stock,White,97.65,59x77x131cm,120-240V,Pulmonary Function Testers,Olympus,Johnson & Johnson Medical
PROD-34437,Blood Analyzer,Blood Analyzer is a high-quality product.,15961.79,GBP,out of stock,Green,14.3,126x144x75cm,Battery,Respirators,Mindray,GE Healthcare
PROD-72916,Incubator,Incubator is a high-quality product.,37762.66,EUR,in stock,Gray,26.85,107x64x142cm,120-240V,Speech Therapy Devices,Stryker,Siemens Healthineers
PROD-29399,Anesthesia Machine,Anesthesia Machine is a high-quality product.,11644.96,EUR,backorder,White,85.5,116x34x200cm,220V,ECG Machines,Olympus,Roche Diagnostics
PROD-59328,Bone Densitometer,Bone Densitometer is a high-quality product.,34126.41,GBP,in stock,White,53.33,70x39x111cm,Battery,Lasers,Philips,Stryker Corp
PROD-38367,Patient Monitor,Patient Monitor is a high-quality product.,28345.94,EUR,out of stock,Green,40.07,92x23x57cm,Battery,Regenerative Medicine Scaffolds,GE,Stryker Corp
PROD-28509,Blood Analyzer,Blood Analyzer is a high-quality product.,42226.83,EUR,in stock,Red,60.08,41x149x148cm,120-240V,Physical Therapy Equipment,Philips,Terumo
PROD-32197,Infusion Pump,Infusion Pump is a high-quality product.,27573.41,USD,discontinued,Gray,41.16,135x19x51cm,220V,Medical Consumable Kits,B.Braun,Stryker Corp
PROD-95043,ECG Monitor,ECG Monitor is a high-quality product.,42557.24,USD,discontinued,White,32.86,59x77x131cm,220V,Medical Examination Tables,Abbott,Johnson & Johnson Medical
PROD-88778,Respirator,Respirator is a high-quality product.,8843.17,USD,discontinued,Blue,91.97,194x199x155cm,110V,Cardiac Monitors,B.Braun,Olympus Corp
PROD-83391,X-Ray Machine,X-Ray Machine is a high-quality product.,19797.96,USD,in stock,Yellow,99.09,162x172x12cm,Battery,Speech Therapy Devices,Canon Medical,Medtronic Inc
PROD-45857,Electrosurgical Unit,Electrosurgical Unit is a high-quality product.,40794.72,USD,in stock,Gray,64.54,127x192x124cm,Multi-Voltage,Medical Examination Tables,Hitachi Healthcare,Shimadzu Medical
PROD-90364,Ventilator,Ventilator is a high-quality product.,31360.85,EUR,out of stock,Yellow,80.18,186x131x164cm,Multi-Voltage,Biotechnology Reactors,Roche,Johnson & Johnson Medical
PROD-60677,C-Arm X-Ray,C-Arm X-Ray is a high-quality product.,18958.51,EUR,in stock,White,83.15,95x15x121cm,220V,Infusion Pumps,Zimmer Biomet,Terumo
PROD-82029,Mammography Unit,Mammography Unit is a high-quality product.,3480.8,EUR,out of stock,Yellow,47.46,133x141x21cm,Battery,Biotechnology Reactors,Baxter,Stryker Corp
PROD-59959,Holter Monitor,Holter Monitor is a high-quality product.,24747.53,EUR,in stock,Gray,94.11,41x99x37cm,110V,Regenerative Medicine Scaffolds,Philips,Dräger
PROD-30035,Incubator,Incubator is a high-quality product.,11714.28,EUR,out of stock,Blue,56.59,168x135x65cm,Battery,Medical Examination Tables,Roche,Shimadzu Medical
PROD-97645,MRI Scanner,MRI Scanner is a high-quality product.,6136.04,EUR,out of stock,Black,72.51,144x24x113cm,Battery,Cardiovascular Stents,Hitachi Healthcare,Canon Medical Systems
PROD-82222,Respirator,Respirator is a high-quality product.,39842.1,USD,discontinued,Gray,56.36,64x23x145cm,Multi-Voltage,Urology Ultrasound Probes,Hitachi Healthcare,Stryker Corp
